name,image,description,category,rarity,classification,ac,damage,damage_type,properties,cost
Ring of Spell Storing,ring,"This ring stores spells cast into it, holding them until the attuned wearer uses them. The ring can store up to 5 levels worth of spells at a time. When found, it contains 1d6 − 1 levels of stored spells chosen by the GM. <br />Any creature can cast a spell of 1st through 5th level into the ring by touching the ring as the spell is cast. The spell has no effect, other than to be stored in the ring. If the ring can't hold the spell, the spell is expended without effect. The level of the slot used to cast the spell determines how much space it uses. <br />While wearing this ring, you can cast any spell stored in it. The spell uses the slot level, spell save DC, spell attack bonus, and spellcasting ability of the original caster, but is otherwise treated as if you cast the spell. The spell cast from the ring is no longer stored in it, freeing up space.",WONDROUS_ITEMS,RARE,,,,,requires attunement,2400000
Vorpal Scimitar,,"You gain a +3 bonus to attack and damage rolls made with this magic weapon. In addition, the weapon ignores resistance to slashing damage. When you attack a creature that has at least one head with this weapon and roll a 20 on the attack roll, you cut off one of the creature's heads. The creature dies if it can't survive without the lost head. A creature is immune to this effect if it is immune to slashing damage, doesn't have or need a head, has legendary actions, or the GM decides that the creature is too big for its head to be cut off with this weapon. Such a creature instead takes an extra 6d8 slashing damage from the hit.",WEAPON,LEGENDARY,Martial Melee Weapons,,1d6,,finesse | light | requires attunement,2400000
Defender Greatsword,,"You gain a +3 bonus to attack and damage rolls made with this magic weapon. The first time you attack with the sword on each of your turns, you can transfer some or all of the sword's bonus to your Armor Class, instead of using the bonus on any attacks that turn. For example, you could reduce the bonus to your attack and damage rolls to +1 and gain a +2 bonus to AC. The adjusted bonuses remain in effect until the start of your next turn, although you must hold the sword to gain a bonus to AC from it.",WEAPON,LEGENDARY,Martial Melee Weapons,,2d6,,heavy | two-handed | requires attunement,2400000
Ring of Water Elemental Command,ring,"This ring is linked to one of the four Elemental Planes. The GM chooses or randomly determines the linked plane.<br /> While wearing this ring, you have advantage on attack rolls against elementals from the linked plane, and they have disadvantage on attack rolls against you. In addition, you have access to properties based on the linked plane.<br /> The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17.<br /> You can expend 2 of the ring's charges to cast dominate monster on a water elemental. In addition, you can stand on and walk across liquid surfaces as if they were solid ground. You can also speak and understand Aquan.<br /> If you help slay a water elemental while attuned to the ring, you gain access to the following additional properties:<br /> <br /> You can breathe underwater and have a swimming speed equal to your walking speed.<br /> You can cast the following spells from the ring, expending the necessary number of charges: create or destroy water (1 charge), control water (3 charges), ice storm (2 charges), or wall of ice (3 charges).",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement,2500000
Rod of Alertness,,"This rod has a flanged head and the following properties.<br /><br />Alertness: While holding the rod, you have advantage on Wisdom (Perception) checks and on rolls for initiative.<br /><br />Spells: While holding the rod, you can use an action to cast one of the following spells from it:<br /><br />Detect evil and good, detect magic, detect poison and disease, or see invisibility.<br /><br /Protective Aura: As an action, you can plant the haft end of the rod in the ground, whereupon the rod's head sheds bright light in a 60-foot radius and dim light for an additional 60 feet. While in that bright light, you and any creature that is friendly to you gain a +1 bonus to AC and saving throws and can sense the location of any invisible hostile creature that is also in the bright light. The rod's head stops glowing and the effect ends after 10 minutes, or when a creature uses an action to pull the rod from the ground. This property can't be used again until the next dawn.</p>",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,2500000
Staff of Frost,staff,"You have resistance to cold damage while you hold this staff. The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: cone of cold (5 charges), fog cloud (1 charge), ice storm (4 charges), or wall of ice (4 charges).<br />The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff turns to water and is destroyed.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement by a druid,2600000
Rod of Lordly Might,,"This rod has a flanged head, and it functions as a magic mace that grants a +3 bonus to attack and damage rolls made with it. The rod has properties associated with six different buttons that are set in a row along the haft. It has three other properties as well, detailed below.<br /> Six Buttons. You can press one of the rod's six buttons as a bonus action. A button's effect lasts until you push a different button or until you push the same button again, which causes the rod to revert to its normal form.<br /> If you press button 1, the rod becomes a flame tongue, as a fiery blade sprouts from the end opposite the rod's flanged head.<br /> If you press button 2, the rod's flanged head folds down and two crescent-shaped blades spring out, transforming the rod into a magic battleaxe that grants a +3 bonus to attack and damage rolls made with it.<br /> If you press button 3, the rod's flanged head folds down, a spear point springs from the rod's tip, and the rod's handle lengthens into a 6-foot haft, transforming the rod into a magic spear that grants a +3 bonus to attack and damage rolls made with it.<br /> If you press button 4, the rod transforms into a climbing pole up to 50 feet long, as you specify. In surfaces as hard as granite, a spike at the bottom and three hooks at the top anchor the pole. Horizontal bars 3 inches long fold out from the sides, 1 foot apart, forming a ladder. The pole can bear up to 4,000 pounds. More weight or lack of solid anchoring causes the rod to revert to its normal form.<br /> If you press button 5, the rod transforms into a handheld battering ram and grants its user a +10 bonus to Strength checks made to break through doors, barricades, and other barriers.<br /> If you press button 6, the rod assumes or remains in its normal form and indicates magnetic north. (Nothing happens if this function of the rod is used in a location that has no magnetic north.) The rod also gives you knowledge of your approximate depth beneath the ground or your height above it.<br /> Drain Life. When you hit a creature with a melee attack using the rod, you can force the target to make a DC 17 Constitution saving throw. On a failure, the target takes an extra 4d6 necrotic damage, and you regain a number of hit points equal to half that necrotic damage. This property can't be used again until the next dawn.<br /> Paralyze. When you hit a creature with a melee attack using the rod, you can force the target to make a DC 17 Strength saving throw. On a failure, the target is paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on a success. This property can't be used again until the next dawn.<br /> Terrify. While holding the rod, you can use an action to force each creature you can see within 30 feet of you to make a DC 17 Wisdom saving throw. On a failure, a target is frightened of you for 1 minute. A frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. This property can't be used again until the next dawn.",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement,2800000
Mantle of Spell Resistance,cloak,You have advantage on saving throws against spells while you wear this cloak.,WONDROUS_ITEMS,RARE,,,,,requires attunement,3000000
Ring of Spell Turning,ring,"While wearing this ring, you have advantage on saving throws against any spell that targets only you (not in an area of effect). In addition, if you roll a 20 for the save and the spell is 7th level or lower, the spell has no effect on you and instead targets the caster, using the slot level, spell save DC, attack bonus, and spellcasting ability of the caster.",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement,3000000
Robe of Eyes,,"This robe is adorned with eyelike patterns. While you wear the robe, you gain the following benefits:<ul><li>The robe lets you see in all directions, and you have advantage on Wisdom (Perception) checks that rely on sight.</li><li>You have darkvision out to a range of 120 feet.</li><li>You can see invisible creatures and objects, as well as see into the Ethereal Plane, out to a range of 120 feet.</li></ul> The eyes on the robe can't be closed or averted. Although you can close or avert your own eyes, you are never considered to be doing so while wearing this robe.<br />A light spell cast on the robe or a daylight spell cast within 5 feet of the robe causes you to be blinded for 1 minute. At the end of each of your turns, you can make a Constitution saving throw (DC 11 for light or DC 15 for daylight), ending the blindness on a success.",WONDROUS_ITEMS,RARE,,,,,requires attunement,3000000
Ioun Stone of Greater Absorption,ioun-stone,"An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.<br /><br />When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.<br /><br />A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.<br /><br />Effect for this Ioun Stone: While this marbled lavender and green ellipsoid orbits your head, you can use your reaction to cancel a spell of 8th level or lower cast by a creature you can see and targeting only you.<br /><br />Once the stone has canceled 50 levels of spells, it burns out and turns dull gray, losing its magic. If you are targeted by a spell whose level is higher than the number of spell levels the stone has left, the stone can't cancel it.",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement,3100000
Ring of Earth Elemental Command,ring,"This ring is linked to one of the four Elemental Planes. The GM chooses or randomly determines the linked plane. While wearing this ring, you have advantage on attack rolls against elementals from the linked plane, and they have disadvantage on attack rolls against you. In addition, you have access to properties based on the linked plane. The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17. Ring of Earth Elemental Command. You can expend 2 of the ring's charges to cast dominate monster on an earth elemental. In addition, you can move in difficult terrain that is composed of rubble, rocks, or dirt as if it were normal terrain. You can also speak and understand Terran. If you help slay an earth elemental while attuned to the ring, you gain access to the following additional properties: <ul> <li>You have resistance to acid damage.</li> <li>You can move through solid earth or rock as if those areas were difficult terrain. If you end your turn there, you are shunted out to the nearest unoccupied space you last occupied.</li> <li>You can cast the following spells from the ring, expending the necessary number of charges: stone shape (2 charges), stoneskin (3 charges), or wall of stone (3 charges).</li></ul>",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement,3100000
Wand of Fireballs,wand,"This wand has 7 charges. While holding it, you can use an action to expend 1 or more of its charges to cast the fireball spell (save DC 15) from it. For 1 charge, you cast the 3rd-level version of the spell. You can increase the spell slot level by one for each additional charge you expend. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.",WONDROUS_ITEMS,RARE,,,,,requires attunement by a spellcaster,3200000
Wand of Lightning Bolts,wand,"This wand has 7 charges. While holding it, you can use an action to expend 1 or more of its charges to cast the lightning bolt spell (save DC 15) from it. For 1 charge, you cast the 3rd-level version of the spell. You can increase the spell slot level by one for each additional charge you expend. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.",WONDROUS_ITEMS,RARE,,,,,requires attunement by a spellcaster,3200000
Wand of Polymorph,wand,"This wand has 7 charges. While holding it, you can use an action to expend 1 of its charges to cast the polymorph spell (save DC 15) from it. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement by a spellcaster,3200000
Gem of Seeing,,"This gem has 3 charges. As an action, you can speak the gem's command word and expend 1 charge. For the next 10 minutes, you have truesight out to 120 feet when you peer through the gem. The gem regains 1d3 expended charges daily at dawn.",WONDROUS_ITEMS,RARE,,,,,requires attunement,3200000
Robe of the Archmagi,,"This elegant garment is made from exquisite cloth of white, gray, or black and adorned with silvery runes. The robe's color corresponds to the alignment for which the item was created. A white robe was made for good, gray for neutral, and black for evil. You can't attune to a robe of the archmagi that doesn't correspond to your alignment. You gain these benefits while wearing the robe:<ul><li>If you aren't wearing armor, your base Armor Class is 15 + your Dexterity modifier.</li><li>You have advantage on saving throws against spells and other magical effects.</li><li>Your spell save DC and spell attack bonus each increase by 2.</li></ul>",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement by a sorcerer,3400000
Ring of Air Elemental Command,ring,"This ring is linked to one of the four Elemental Planes. The GM chooses or randomly determines the linked plane.<br /><br />While wearing this ring, you have advantage on attack rolls against the elementals, and they have disadvantage on attack rolls against you. In addition, you have access to properties based on the Elemental Plane.<br /><br />The ring has 5 charges. It regains 1d4 + 1 expended charges daily at dawn. Spells cast from the ring have a save DC of 17.<br /><br />You can expend 2 of the ring's charges to cast dominate monster on an air elemental. In addition, when you fall, you descend 60 feet per round and take no damage from falling. You can also speak and understand Auran.<br />If you help slay an air elemental while attuned to the ring, you gain access to the following additional properties: <ul> <li>You have resistance to lightning damage.</li> <li>You have a flying speed equal to your walking speed and can hover.</li> <li>You can cast the following spells from the ring, expending the necessary number of charges: chain lightning (3 charges), gust of wind (2 charges), or wind wall (1 charge).</li></ul>",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement,3500000
Scarab of Protection,,"If you hold this beetle-shaped medallion in your hand for 1 round, an inscription appears on its surface revealing its magical nature. It provides two benefits while it is on your person:<ul><li>You have advantage on saving throws against spells.</li><li>The scarab has 12 charges. If you fail a saving throw against a necromancy spell or a harmful effect originating from an undead creature, you can use your reaction to expend 1 charge and turn the failed save into a successful one. The scarab crumbles into powder and is destroyed when its last charge is expended.</li></ul>",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement,3600000
Cubic Gate,,"This cube is 3 inches across and radiates palpable magical energy. The six sides of the cube are each keyed to a different plane of existence, one of which is the Material Plane. The other sides are linked to planes determined by the GM.<br /><br />You can use an action to press one side of the cube to cast the gate spell with it, opening a portal to the plane keyed to that side. Alternatively, if you use an action to press one side twice, you can cast the Plane Shift spell (save DC 17) with the cube and transport the Targets to the plane keyed to that side.<br /><br />The cube has 3 Charges. Each use of the cube expends 1 charge. The cube regains 1d3 expended Charges daily at dawn.",WONDROUS_ITEMS,LEGENDARY,,,,,,4000000
Staff of the Woodlands,staff,"This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While holding it, you have a +2 bonus to spell attack rolls.<br /> The staff has 10 charges for the following properties. It regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff loses its properties and becomes a nonmagical quarterstaff.<br /> Spells. You can use an action to expend 1 or more of the staff's charges to cast one of the following spells from it, using your spell save DC: animal friendship (1 charge), awaken (5 charges), barkskin (2 charges), locate animals or plants (2 charges), speak with animals (1 charge), speak with plants (3 charges), or wall of thorns (6 charges).<br /> You can also use an action to cast the pass without trace spell from the staff without using any charges.<br /> Tree Form. You can use an action to plant one end of the staff in fertile earth and expend 1 charge to transform the staff into a healthy tree. The tree is 60 feet tall and has a 5-foot-diameter trunk, and its branches at the top spread out in a 20-foot radius. The tree appears ordinary but radiates a faint aura of transmutation magic if targeted by detect magic. While touching the tree and using another action to speak its command word, you return the staff to its normal form. Any creature in the tree falls when it reverts to a staff.",WONDROUS_ITEMS,RARE,,,,,requires attunement by a druid,4400000
Plate Armor of Etherealness,,"While you're wearing this armor, you can speak its command word as an action to gain the effect of the etherealness spell, which last for 10 minutes or until you remove the armor or use an action to speak the command word again. This property of the armor can't be used again until the next dawn.",ARMOR,LEGENDARY,Heavy Armor,18,,,requires attunement,4800000
Rod of Absorption,,"While holding this rod, you can use your reaction to absorb a spell that is targeting only you and not with an area of effect. The absorbed spell's effect is canceled, and the spell's energy--not the spell itself--is stored in the rod. The energy has the same level as the spell when it was cast. The rod can absorb and store up to 50 levels of energy over the course of its existence. Once the rod absorbs 50 levels of energy, it can't absorb more. If you are targeted by a spell that the rod can't store, the rod has no effect on that spell.<br /> When you become attuned to the rod, you know how many levels of energy the rod has absorbed over the course of its existence, and how many levels of spell energy it currently has stored.<br /> If you are a spellcaster holding the rod, you can convert energy stored in it into spell slots to cast spells you have prepared or know. You can create spell slots only of a level equal to or lower than your own spell slots, up to a maximum of 5th level. You use the stored levels in place of your slots, but otherwise cast the spell as normal. For example, you can use 3 levels stored in the rod as a 3rd-level spell slot.<br /> A newly found rod has 1d10 levels of spell energy stored in it already. A rod that can no longer absorb spell energy and has no energy remaining becomes nonmagical.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,5000000
Spellguard Shield,,"While holding this shield, you have advantage on saving throws against spells and other magical effects, and spell attacks have disadvantage against you.",ARMOR,VERY_RARE,Shield,+2,,,requires attunement,5000000
Crystal Ball,,"The typical <strong>crystal ball</strong>, a very rare item, is about 6 inches in diameter. While touching it, you can cast the <strong><em>scrying</em></strong> spell (save DC 17) with it.<br> The following <strong>crystal ball</strong> variants are legendary items and have additional properties.  <br> <strong>Crystal Ball of Mind Reading.</strong> You can use an action to cast the <strong><em>detect thoughts</em></strong> spell (save DC 17) while you are scrying with the <strong>crystal ball</strong>, targeting creatures you can see within 30 feet of the spell's sensor. You don't need to concentrate on this <strong><em>detect thoughts</em></strong> to maintain it during its duration, but it ends if <strong><em>scrying</em></strong> ends.  <br> <strong>Crystal Ball of Telepathy.</strong> While scrying with the crystal ball, you can communicate telepathically with creatures you can see within 30 feet of the spell's sensor. You can also use an action to cast the <strong><em>suggestion</em></strong> spell (save DC 17) through the sensor on one of those creatures. You don't need to concentrate on this <strong><em>suggestion</em></strong> to maintain it during its duration, but it ends if <strong><em>scrying</em></strong> ends. Once used, the <strong><em>suggestion</em></strong> power of the crystal ball can't be used again until the next dawn.  <br> <strong>Crystal Ball of True Seeing.</strong> While scrying with the crystal ball, you have truesight with a radius of 120 feet centered on the spell's sensor.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,5000000
Cloak of Displacement,cloak,"While you wear this cloak, it projects an illusion that makes you appear to be standing in a place near your actual location, causing any creature to have disadvantage on attack rolls against you. If you take damage, the property ceases to function until the start of your next turn. This property is suppressed while you are incapacitated, restrained, or otherwise unable to move.",WONDROUS_ITEMS,RARE,,,,,requires attunement,6000000
Robe of Stars,,"This black or dark blue robe is embroidered with small white or silver stars. You gain a +1 bonus to saving throws while you wear it.<br /> Six stars, located on the robe's upper front portion, are particularly large. While wearing this robe, you can use an action to pull off one of the stars and use it to cast magic missile as a 5th-level spell. Daily at dusk, 1d6 removed stars reappear on the robe.<br /> While you wear the robe, you can use an action to enter the Astral Plane along with everything you are wearing and carrying. You remain there until you use an action to return to the plane you were on. You reappear in the last space you occupied, or if that space is occupied, the nearest unoccupied space.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,6000000
Talisman of Ultimate Evil,,"This item symbolizes unrepentant evil. A creature that is neither good nor evil in alignment takes 6d6 necrotic damage upon touching the talisman. A good creature takes 8d6 necrotic damage upon touching the talisman. Either sort of creature takes the damage again each time it ends its turn holding or carrying the talisman. If you are an evil cleric or paladin, you can use the talisman as a holy symbol, and you gain a +2 bonus to spell attack rolls while you wear or hold it. The talisman has 6 charges. If you are wearing or holding it, you can use an action to expend 1 charge from the talisman and choose one creature you can see on the ground within 120 feet of you. If the target is of good alignment, a flaming fissure opens under it. The target must succeed on a DC 20 Dexterity saving throw or fall into the fissure and be destroyed, leaving no remains. The fissure then closes, leaving no trace of its existence. When you expend the last charge, the talisman dissolves into foul-smelling slime and is destroyed.",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement by a creature of evil alignment,6144000
Helm of Teleportation,,"This helm has 3 charges. While wearing it, you can use an action and expend 1 charge to cast the teleport spell from it. The helm regains 1d3 expended charges daily at dawn.",WONDROUS_ITEMS,RARE,,,,,requires attunement,6400000
Talisman of Pure Good,,"This talisman is a mighty symbol of goodness. A creature that is neither good nor evil in alignment takes 6d6 radiant damage upon touching the talisman. An evil creature takes 8d6 radiant damage upon touching the talisman. Either sort of creature takes the damage again each time it ends its turn holding or carrying the talisman. If you are a good cleric or paladin, you can use the talisman as a holy symbol, and you gain a +2 bonus to spell attack rolls while you wear or hold it. The talisman has 7 charges. If you are wearing or holding it, you can use an action to expend 1 charge from it and choose one creature you can see on the ground within 120 feet of you. If the target is of evil alignment, a flaming fissure opens under it. The target must succeed on a DC 20 Dexterity saving throw or fall into the fissure and be destroyed, leaving no remains. The fissure then closes, leaving no trace of its existence. When you expend the last charge, the talisman disperses into motes of golden light and is destroyed.",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement by a creature of good alignment,7168000
Instant Fortress,,"You can use an action to place this 1-inch metal cube on the ground and speak its command word. The cube rapidly grows into a fortress that remains until you use an action to speak the command word that dismisses it, which works only if the fortress is empty.",WONDROUS_ITEMS,RARE,,,,,,7500000
Ring of Telekinesis,ring,"While wearing this ring, you can cast the telekinesis spell at will, but you can target only objects that aren't being worn or carried.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,8000000
Rod of Security,,"While holding this rod, you can use an action to activate it. The rod then instantly transports you and up to 199 other willing creatures you can see to a paradise that exists in an extraplanar space. You choose the form that the paradise takes. It could be a tranquil garden, lovely glade, cheery tavern, immense palace, tropical island, fantastic carnival, or whatever else you can imagine. Regardless of its nature, the paradise contains enough water and food to sustain its visitors. Everything else that can be interacted with inside the extraplanar space can exist only there. For example, a flower picked from a garden in the paradise disappears if it is taken outside the extraplanar space. For each hour spent in the paradise, a visitor regains hit points as if it had spent 1 Hit Die. Also, creatures don't age while in the paradise, although time passes normally. Visitors can remain in the paradise for up to 200 days divided by the number of creatures present (round down). When the time runs out or you use an action to end it, all visitors reappear in the location they occupied when you activated the rod, or an unoccupied space nearest that location. The rod can't be used again until ten days have passed.",WONDROUS_ITEMS,VERY_RARE,,,,,,9000000
Staff of Power,staff,"This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While holding it, you gain a +2 bonus to Armor Class, saving throws, and spell attack rolls.  <br> The staff has 20 charges for the following properties. The staff regains 2d8 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff retains its +2 bonus to attack and damage rolls but loses all other properties. On a 20, the staff regains 1d8 + 2 charges.  <br> <strong>Power Strike.</strong> When you hit with a melee attack using the staff, you can expend 1 charge to deal an extra 1d6 force damage to the target.  <br> <strong>Spells.</strong> While holding this staff, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spell attack bonus: <strong><em>cone of cold</em></strong> (5 charges), <strong><em>fireball</em></strong> (5th-level version, 5 charges), <strong><em>globe of invulnerability</em></strong> (6 charges), <strong><em>hold monster</em></strong> (5 charges), <strong><em>levitate</em></strong> (2 charges), <strong><em>lightning bolt</em></strong> (5th-level version, 5 charges), <strong><em>magic missile</em></strong> (1 charge), <strong><em>ray of enfeeblement</em></strong> (1 charge), or <strong><em>wall of force</em></strong> (5 charges).  <br> <strong>Retributive Strike.</strong> You can use an action to break the staff over your knee or against a solid surface, performing a retributive strike. The staff is destroyed and releases its remaining magic in an explosion that expands to fill a 30-foot-radius sphere centered on it.  <br> You have a 50 percent chance to instantly travel to a random plane of existence, avoiding the explosion. If you fail to avoid the effect, you take force damage equal to 16 × the number of charges in the staff. Every other creature in the area must make a DC 17 Dexterity saving throw. On a failed save, a creature takes an amount of damage based on how far away it is from the point of origin, as shown in the following table. On a successful save, a creature takes half as much damage. <table> <thead> <tr> <th>Distance from Origin</th> <th>Damage</th> </tr> </thead> <tbody> <tr> <td>10 ft. away or closer</td> <td>8 x the number of charges in the staff</td> </tr> <tr> <td>11 to 20 ft. away</td> <td>6 x the number of charges in the staff</td> </tr> <tr> <td>21 to 30 ft. away</td> <td>4 x the number of charges in the staff</td> </tr> </tbody> </table>",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement by a sorcerer,9550000
Obsidian Steed,,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn’t enough space for the creature, the figurine doesn’t become a creature.<br /><br />This polished obsidian horse can become a nightmare for up to 24 hours. The nightmare fights only to defend itself. Once it has been used, it can't be used again until 5 days have passed.",WONDROUS_ITEMS,VERY_RARE,,,,,,12800000
Decanter of Endless Water,,"This stoppered flask sloshes when shaken, as if it contains water. The decanter weighs 2 pounds. You can use an action to remove the stopper and speak one of three command words, whereupon an amount of fresh water or salt water (your choice) pours out of the flask. The water stops pouring out at the start of your next turn. Choose from the following options:<br />• ""Stream"" produces 1 gallon of water.<br />• ""Fountain"" produces 5 gallons of water.<br />• ""Geyser"" produces 30 gallons of water that gushes forth in a geyser 30 feet long and 1 foot wide.<br /><br />As a bonus action while holding the decanter, you can aim the geyser at a creature you can see within 30 feet of you. The target must succeed on a DC 13 Strength saving throw or take 1d4 bludgeoning damage and fall prone. Instead of a creature, you can target an object that isn't being worn or carried and that weighs no more than 200 pounds. The object is either knocked over or pushed up to 15 feet away from you.",WONDROUS_ITEMS,UNCOMMON,,,,,,13500000
Amulet of the Planes,,"While wearing this amulet, you can use an action to name a location that you are familiar with on another plane of existence. Then make a DC 15 Intelligence check. On a successful check, you cast the plane shift spell. On a failure, you and each creature and object within 15 feet of you travel to a random destination. Roll a d100. On a 1–60, you travel to a random location on the plane you named. On a 61–100, you travel to a randomly determined plane of existence.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,16000000
Holy Avenger Greatsword,,"You gain a +3 bonus to attack and damage rolls made with this magic weapon. When you hit a fiend or an undead with it, that creature takes an extra 2d10 radiant damage. While you hold the drawn sword, it creates an aura in a 10-foot radius around you. You and all creatures friendly to you in the aura have advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the paladin class, the radius of the aura increases to 30 feet.",WEAPON,LEGENDARY,Martial Melee Weapons,,2d6,,heavy | two-handed | requires attunement by a paladin,16500000
Oily Rags,,Three oily rags in an old wicker basket.,OTHER,MUNDANE,,,,,,20
Wooden Sword,,"A used, Wooden double-bladed sword.",OTHER,MUNDANE,,,,,,20
Bucket of Rotten Eels,bucket,"A small bucket of Rotten eels. The bucket can be re-used, but it's unlikely the smell of eel will ever truly be washed out.",OTHER,MUNDANE,,,,,,7
Box of Rusty Nails,nail,A box filled with 20 Rusty iron nails.,OTHER,MUNDANE,,,,,,10
Oily Beaver Pelts,pelt,A string of eight Oily beaver pelts.,OTHER,MUNDANE,,,,,,10
Rotten Belt,belt,An old Rotten leather belt.,OTHER,MUNDANE,,,,,,10
White Velvet Mask,,An ornate White velvet mask stitched with silver thread.,OTHER,MUNDANE,,,,,,250
Torn Blank Scroll,,"A blank scroll. It could have any spell in the world on it, eventually. The possibilities are endless.",OTHER,MUNDANE,,,,,,10
Woolen Blanket,,A thick woolen blanket. Something like this is perfect for wrapping up during those long cold nights spent staring at a cave wall.,OTHER,MUNDANE,,,,,,35
Blood Stained Dress,,"A blood-stained dress which, despite being found in ruins which have lain undisturbed for centuries, is still a vibrant, stunning blue.",OTHER,MUNDANE,,,,,,200
Blue Quartz Gem,,A small quartz gemstone shaped in a bevelled square. It is transparent pale blue in color.,OTHER,MUNDANE,,,,,,1000
Blue Scarf,,A spectaculary unspectacular Blue woolen scarf.,OTHER,MUNDANE,,,,,,10
Bone Dice,,A pair of engraved bone dice.,OTHER,MUNDANE,,,,,,2500
Bone Fragments,,Bits of bone from an unknown creature.,OTHER,MUNDANE,,,,,,0
Bone Needle,,A long needle carved out of bone.,OTHER,MUNDANE,,,,,,25
Carved Bone Statuette,,"A carved ox bone female figure statue on a wooden base. The statue is 16"" in height.",OTHER,MUNDANE,,,,,,2500
Cloth Scrap,,An old scrap of cloth from a shirt or sheet of some kind. ,OTHER,MUNDANE,,,,,,0
Cloth-of-gold Vestments,,These holy garments are made of silk interwoven with gold threads.,OTHER,MUNDANE,,,,,,2500
Comb,,A small wooden comb.,OTHER,MUNDANE,,,,,,20
Cooking Pot,,A cast iron cooking pot. It smells like it was last used for soup.,OTHER,MUNDANE,,,,,,20
Copper Acorns,,"Heavy, solid copper acorns with perfect natural detail.",OTHER,MUNDANE,,,,,,100
Copper Chalice,,A small copper chalice with a silver filigree.,OTHER,MUNDANE,,,,,,2500
Crude Box,,"A wooden box. Carved by someone who has had no formal training in woodworking, and it shows.",OTHER,MUNDANE,,,,,,15
Crude Holy Symbol,,A crudely carved wooden holy symbol.,OTHER,MUNDANE,,,,,,50
Crude Pipe,,A crudely carved wooden pipe.,OTHER,MUNDANE,,,,,,15
Demon's Vale Wine,,A one-gallon cask of Demon’s Vale Wine; a fiery red wine known to be made from hot peppers.,OTHER,MUNDANE,,,,,,1000
Dinosaur Bacon,,"18 dried rashers of meat, possibly the largest rashers you have ever seen. They are wrapped in a sheep bladder cloth which has been labelled ""THUNDERER MEAT"" in large, rough handwriting.",OTHER,MUNDANE,,,,,,1000
Dire Bat Wings,,"Two large Dire Bat wings. It is unclear how long they have been seperated from the rest of the bat, but they are in good condition and could potentially be used as a crafting material.",OTHER,MUNDANE,,,,,,200
